station_abbr;reference_timestamp;tre200m0;tre200mx;tre200mn;tre005m0;tre005mn;tre005mx;ure200m0;pva200m0;prestam0;pp0qffm0;ppz850m0;ppz700m0;pp0qnhm0;fkl010m0;fkl010m1;fu3010m0;fu3010m1;rre150m0;gre000m0;oli000m0;olo000m0;osr000m0;sre000m0;sremaxmv;erefaom0;xcd000m0;xno000m0;xno012m0;rreetsm0
VIS;01.11.1998 00:00;0.9;11.7;-11.8;-1.2;-15.9;15.2;76.3;5.2;943.1;;1469;;;1.9;17.3;6.8;62.3;38;43;;;;2458;47;17.8;0;573.4;333.4;40.5
VIS;01.12.1998 00:00;-1.7;9.5;-14.7;-4;-17;6.8;78.4;4.3;947.1;;1493.6;;;2.3;22.4;8.3;80.6;14.7;21;;;;0;;17.5;0;672;424;11.5
VIS;01.01.1999 00:00;0.2;9.1;-10.9;-2;-13.2;7.9;75.6;4.7;943.2;;1467.3;;;3.3;23.4;11.9;84.2;45.8;29;;;;804;47;24;0;612.5;364.5;43.3
VIS;01.02.1999 00:00;-1.6;10.4;-22;-2.5;-26.3;10.4;78.9;4.5;941.7;;1449;;;3.4;21.3;12.2;76.7;97.1;72;;;;4429;37;20.4;0;605.3;381.3;91.8
VIS;01.03.1999 00:00;6.4;20.6;-3.8;5.8;-6.3;22.3;63.1;5.8;938.5;;1446.9;;;3.5;19.8;12.6;71.3;39.1;153;;;;11421;60;68.5;0;421.3;173.3;-9.9
VIS;01.04.1999 00:00;9.4;21.4;-0.8;9;-5;23.3;62.2;7;939.7;;1466.9;;;3.6;18.8;13;67.7;27.2;194;;;;10711;48;90.3;0;262.8;86.8;-45.5
VIS;01.05.1999 00:00;15.8;28.8;4.1;15.4;0.2;33.2;66;11.4;941.7;;1504;;;3.6;21.3;13;76.7;86.7;223;;;;12121;50;121.5;5.7;17.4;1.4;-7.6
VIS;01.06.1999 00:00;16.5;30.3;3;16.6;-1.1;35.8;65.3;11.8;943.2;;1519.1;;;3.4;20.7;12.2;74.5;55.5;262;;;;14551;61;133.9;7.9;8;0;-65.8
VIS;01.07.1999 00:00;19.8;33.6;6;19.2;1.5;35.5;62.6;13.8;941.8;;1517.7;;;3.3;19.3;11.9;69.5;20.1;270;;;;16864;69;158.8;52.3;0;0;-128.1
VIS;01.08.1999 00:00;18.7;30.8;8.3;18;4.1;35.4;72.5;15.1;940.8;;1504.8;;;2.3;33.1;8.3;119.2;68.5;197;;;;12629;54;109.5;34.9;0;0;-16.4
VIS;01.09.1999 00:00;16.6;27.6;8;15.8;4.9;29.5;70.6;12.9;940.5;;1495.5;;;2.6;21.3;9.4;76.7;59.6;160;;;;11819;59;85.1;1.9;0;0;-8.7
VIS;01.10.1999 00:00;10.7;21.3;-0.1;9.5;-4.3;22.9;72.9;9.2;943.4;;1502.2;;;3.1;21.6;11.2;77.8;14.5;108;;;;9461;62;52.5;0;235.9;51.9;-21.3
VIS;01.11.1999 00:00;1.6;19;-14.6;-0.5;-17.6;22.2;79.3;5.7;945.2;;1488.5;;;2.4;21.4;8.6;77;34;43;;;;1927;37;21.6;0;552.9;312.9;24.8
VIS;01.12.1999 00:00;-1.3;9.1;-15.2;-3.1;-18.2;7.5;80.6;4.6;941.2;;1445.5;;;2.5;29.4;9;105.8;91;23;;;;0;;16.8;0;659;411;87.8
VIS;01.01.2000 00:00;-3.7;6.9;-13.6;-5.8;-17.1;10.5;84.4;4;949.5;;1507.1;;;1.6;22.5;5.8;81;24;27;;;;443;26;12;0;735.3;487.3;23.1
VIS;01.02.2000 00:00;2.8;13.6;-4.8;2.2;-8.1;16.9;73.9;5.5;948.6;;1521.4;;;2.8;20.6;10.1;74.2;49.5;86;;;;6322;51;28;0;497.6;265.6;33.6
VIS;01.03.2000 00:00;6.8;19;-4;6.3;-7.5;22.7;61.6;5.9;944;;1495.4;;;3.9;20.4;14;73.4;24.9;157;;;;11793;62;70.5;0;408.9;160.9;-18.9
VIS;01.04.2000 00:00;10.5;24;-1.3;10;-5.8;27.1;59.5;7.3;934.8;;1427.4;;;5;20.3;18;73.1;63.9;188;;;;10851;49;101.5;0;240.8;64.8;-12.6
VIS;01.05.2000 00:00;15.5;28.3;1.5;15.1;-1.6;33.5;62.2;10.5;941.7;;1503.6;;;3.6;17.4;13;62.6;16.1;244;;;;13804;57;131.7;2;8.8;0.8;-94.4
VIS;01.06.2000 00:00;18.7;31.4;5.5;18.1;0.8;34.1;62.1;12.7;945;;1542.8;;;3.4;18;12.2;64.8;39.3;265;;;;15537;65;151.8;33.6;0;0;-99.7
VIS;01.07.2000 00:00;17.6;31.3;3.3;17.1;-1.2;33.1;62.8;11.9;939.9;;1493.6;;;4;19.6;14.4;70.6;52.6;248;;;;14152;58;152.4;28.4;0;0;-82.3
VIS;01.08.2000 00:00;19.4;31.6;8.4;18.6;4.1;35.7;64;13.5;944.2;;1538;;;2.8;22.3;10.1;80.3;23.7;215;;;;15005;64;133.3;56.6;0;0;-101.3
VIS;01.09.2000 00:00;15.3;27.7;2.9;14.4;-0.9;29.9;67.4;11.3;941.4;;1499.4;;;3.2;19.5;11.5;70.2;116.8;187;;;;14814;73;93.2;1.4;17.1;1.1;11.6
VIS;01.10.2000 00:00;9.8;19.2;0;8.6;-3.3;22.6;78.3;9.3;942;;1487.2;;;2.5;17.3;9;62.3;161.9;90;;;;6464;42;39.7;0;296.2;72.2;158.1
VIS;01.11.2000 00:00;4.7;14.9;-10.2;3.4;-8.1;15.1;76.7;6.4;937;;1428.6;;;2.9;22;10.4;79.2;91.3;46;;;;1987;38;29.6;0;452.3;220.3;81.5
VIS;01.12.2000 00:00;3.1;15.9;-10.1;1.2;-14.3;14.3;74.6;5.7;939.5;;1445.4;;;2.7;19.2;9.7;69.1;8.9;25;;;;0;;27.2;0;515.9;275.9;5
VIS;01.01.2001 00:00;1.5;11.6;-8.5;0.1;-13.6;11.5;75.9;5.2;939.3;;1439;;;2;19.8;7.2;71.3;31.9;34;;;;868;51;20.9;0;574.3;326.3;29.7
VIS;01.02.2001 00:00;3;14.3;-8;1.9;-12;16.6;65.2;4.9;943.1;;1474.9;;;3.3;20.6;11.9;74.2;43.1;100;;;;7410;62;36.6;0;475.6;251.6;31.4
VIS;01.03.2001 00:00;8.3;20.5;-4.1;7.8;-8;22.2;68.1;7.3;934;;1413.5;;;3.6;23.1;13;83.2;98.4;125;;;;6842;36;65;0;353.6;121.6;68.3
VIS;01.04.2001 00:00;8;22.2;-2;7.6;-7.2;26.3;63.3;6.5;938.6;;1452.3;;;4.3;20.3;15.5;73.1;85.9;199;;;;10458;47;85.9;0;342.6;126.6;14.1
VIS;01.05.2001 00:00;16.5;32.5;2.4;15.8;-2.3;33.6;58.7;10.3;940.7;;1497.4;;;3.7;18.4;13.3;66.2;14.1;255;;;;15016;62;144;14.9;0;0;-113.7
VIS;01.06.2001 00:00;16.7;32;3;16.5;-1.8;33.6;61;11.1;942.8;;1516.1;;;3.6;20.4;13;73.4;92.8;278;;;;16594;69;145.8;23.7;9.8;1.8;-64
VIS;01.07.2001 00:00;19;31.2;6;18.7;2;33.1;65.6;13.8;941.8;;1514.9;;;2.9;19.1;10.4;68.8;68.2;249;;;;15324;63;143.7;49.6;0;0;-62.6
VIS;01.08.2001 00:00;19.2;32.9;6.9;18.7;1.4;36.8;69.8;14.9;943.6;;1531.2;;;2.3;16.8;8.3;60.5;34.9;224;;;;15736;67;122.7;45.6;0;0;-75.3
VIS;01.09.2001 00:00;12.3;24.2;1;11.7;-3.1;31.4;69.3;9.7;940.7;;1484.2;;;3.3;20;11.9;72;21.5;170;;;;10460;52;81.2;0;121.3;17.3;-42
VIS;01.10.2001 00:00;12.7;25.8;0.4;10.7;-5.2;29;69.5;9.8;946;;1531.3;;;2;17.8;7.2;64.1;14.3;127;;;;12242;80;59;0;101.7;29.7;-33.2
VIS;01.11.2001 00:00;2;13.7;-8.5;0.4;-12.7;17.3;80.2;5.7;945.7;;1493.9;;;1.7;18.8;6.1;67.7;29.2;44;;;;2272;44;18;0;540.1;300.1;20.5
VIS;01.12.2001 00:00;-3.2;11.2;-15.9;-5.4;-21.4;10.1;81.5;4.3;946;;1480.5;;;1.8;19.8;6.5;71.3;55.3;19;;;;0;;13.5;0;718.2;470.2;52.6
VIS;01.01.2002 00:00;-2.5;10.8;-12.5;-5.5;-15.1;12.8;78.9;4.2;951.3;;1525.3;;;1.3;17.1;4.7;61.6;16.1;26;;;;757;44;15.3;0;696.9;448.9;14
VIS;01.02.2002 00:00;4.8;15.9;-4.7;3.6;-8;16;68.5;5.8;943.1;;1481.5;;;3.3;21.3;11.9;76.7;63.1;79;;;;4626;39;36.8;0;424.2;200.2;55.3
VIS;01.03.2002 00:00;8.3;20.2;-2.7;7.5;-7.6;23.1;54.6;5.8;942.7;;1488.9;;;3.6;21.1;13;76;74.1;158;;;;12137;64;81.2;0;351.2;119.2;9.3
VIS;01.04.2002 00:00;10.7;21.9;-0.4;10.3;-5.3;26;54.1;6.6;938.5;;1459.9;;;3.6;19.1;13;68.8;21.4;208;;;;12631;57;102;0;216.6;48.6;-76.3
VIS;01.05.2002 00:00;13.1;26.4;0.4;12.7;0.1;29.4;65.8;9.4;940.2;;1482.5;;;3.6;18.4;13;66.2;114.5;224;;;;11798;49;117;1.2;97.4;33.4;16.6
VIS;01.06.2002 00:00;19.3;34.3;5.8;18.9;3.2;38.4;61.8;13.2;942.4;;1521.7;;;2.9;22.4;10.4;80.6;41.5;275;;;;16321;68;148.2;65.6;0;0;-104.9
VIS;01.07.2002 00:00;18.6;32.3;6.9;18.6;4.1;35.5;67.9;13.9;941.3;;1509.1;;;2.8;26.6;10.1;95.8;75.3;244;;;;14299;58;136.3;29.8;0;0;-45.5
VIS;01.08.2002 00:00;17.9;30.7;7.6;17.9;3.5;34.9;71.5;14.1;941.2;;1505.9;;;2.6;23.4;9.4;84.2;66.1;204;;;;12478;53;113.4;19.1;18.1;2.1;-21.7
VIS;01.09.2002 00:00;14;26.3;1.1;13.9;-2.7;30.3;73.9;11.8;942.4;;1503.9;;;2.2;19.3;7.9;69.5;22.9;162;;;;10472;52;73.9;1.4;88.3;24.3;-27.7
VIS;01.10.2002 00:00;9.9;20.7;-1.7;8.8;-5.7;23.5;72.7;8.8;941.1;;1480.2;;;2.4;19.4;8.6;69.8;39.1;105;;;;8517;56;46.5;0;281.1;73.1;5.4
VIS;01.11.2002 00:00;6.2;14.5;-1.8;4.9;-6.4;18.8;79.8;7.5;937.2;;1435.2;;;3.4;20.9;12.2;75.2;126.8;38;;;;1668;32;28.4;0;414.7;174.7;119.1
VIS;01.12.2002 00:00;2.6;12.1;-6.2;1;-10.1;11.4;82;6.1;941.3;;1459.3;;;1.8;19.3;7.2;69.5;36.7;24;;;;0;;17.8;0;538.7;290.7;33.7
VIS;01.01.2003 00:00;-1;9.3;-11.2;-2.8;-15;8.9;78.4;4.6;941;;1444.8;;;2;19.7;7.2;70.9;59.4;28;;;;191;11;17.1;0;652.4;404.4;57.6
VIS;01.02.2003 00:00;-3.4;10.6;-18.6;-2.7;-17;14.5;71.1;3.3;944;;1463;;;2.2;19.2;7.2;69.1;42.3;119;;;;9810;82;24.7;0;655.4;431.4;27.8
VIS;01.03.2003 00:00;7.3;21.2;-4.4;6.5;-8.7;24.9;56.8;5.4;946.6;;1519;;;1.9;15.9;6.8;57.2;5.3;181;;;;15633;82;67.2;0;386.7;146.7;-62.9
VIS;01.04.2003 00:00;10.8;23.4;-5.4;10.3;-12;27.7;49.4;6.2;939.7;;1470.9;;;4.5;22.9;16.2;82.4;11.7;224;;;;14592;66;114.8;0;188.3;68.3;-106.4
VIS;01.05.2003 00:00;15.7;30.3;0.4;15.4;-4.4;32.4;59.1;10.1;943.7;;1521.3;;;3.5;20.1;14.8;72.4;27;245;;;;14066;58;137.3;13.9;44.3;4.3;-92.8
VIS;01.06.2003 00:00;21.9;34.3;9.7;21.1;4;37.8;58.3;14.3;942.9;;1533.7;;;2.5;17.8;10.8;64.1;32.7;281;;;;17115;71;165.2;108;0;0;-126
VIS;01.07.2003 00:00;20.9;33.8;8.4;20.8;5.2;39.1;57.7;13.3;942.4;;1526.4;;;2.8;25.1;13.3;90.4;24.8;271;;;;17600;72;164.1;83.1;0;0;-149
VIS;01.08.2003 00:00;21.3;35.4;7.6;20.6;4.9;38.8;61.8;14.5;944.1;;1543.1;;;2.1;24.2;7.9;87.1;29.3;232;;;;17222;73;136.5;100.9;0;0;-116.4
VIS;01.09.2003 00:00;15.2;27.4;3.9;14.5;0.6;29;64.1;10.5;945.3;;1533.6;;;2.5;18;10.1;64.8;12.3;188;;;;15152;75;91.4;0;0;0;-82
VIS;01.10.2003 00:00;8.1;23.3;-5;7.1;-8.5;31.5;68;7.4;938.4;;1451.5;;;3.1;22.6;11.5;81.4;43;110;;;;9507;62;51;0;345.8;137.8;-6.5
VIS;01.11.2003 00:00;6;17.2;-3.7;4.3;-6.8;15.5;71.1;6.4;943;;1483.3;;;3;19.4;10.1;69.8;32.3;45;;;;2286;44;37.2;0;402.4;186.4;29.7
VIS;01.12.2003 00:00;1.3;14;-10.6;-0.5;-13.6;13.2;70.9;4.8;944;;1477.4;;;3.5;22.8;13;82.1;25.5;21;;;;0;;30.9;0;578.6;330.6;21.5
VIS;01.01.2004 00:00;0;10.4;-12.6;-1.7;-18.9;8.7;77;4.8;937.7;;1421.3;;;2.3;19.5;8.3;70.2;170.4;34;;;;527;31;17.4;0;621;373;168.2
VIS;01.02.2004 00:00;1.3;15.6;-8.3;0;-12;18.4;67.5;4.5;943.8;;1476.2;;;2.9;23.2;10.4;83.5;6.5;100;;;;7743;62;32.6;0;541.9;309.9;-6.2
VIS;01.03.2004 00:00;5.8;23;-7.9;5.3;-12.1;27.9;56.4;5;944.1;;1492.7;;;3.1;19.9;11.2;71.6;4.6;163;;;;11502;60;71.3;0;425.1;193.1;-51.8
VIS;01.04.2004 00:00;10.4;23;-3.2;10;-7;27.7;54.4;6.5;937.5;;1450.1;;;4.1;19.5;14.8;70.2;13.9;213;;;;12304;55;104.8;0;218.3;66.3;-82.2
VIS;01.05.2004 00:00;13.3;27.4;0.8;12.7;-3;31.6;57;8.2;938.9;;1471.5;;;3;17.8;10.8;64.1;38.7;258;;;;14840;61;127.2;1.2;97.8;25.8;-98.5
VIS;01.06.2004 00:00;17.8;31.5;5.3;17.6;2.1;33.5;58.3;11.2;943.3;;1524.5;;;3;19.9;10.8;71.6;40.3;269;;;;14476;60;145.8;24.4;0;0;-104.8
VIS;01.07.2004 00:00;19.2;33.9;4.6;19;1.3;36.9;59.4;12.6;943;;1525.9;;;3.3;20.8;11.9;74.9;29.7;253;;;;15301;63;150.7;46.3;0;0;-122.4
VIS;01.08.2004 00:00;19.3;33.8;6;19.1;2.4;35.9;63.1;13.4;941.1;;1509.5;;;3.2;18.3;11.5;65.9;46.7;226;;;;14966;64;137.8;48.8;0;0;-76.2
VIS;01.09.2004 00:00;16;28.9;4.4;15.7;1.8;32.9;66.5;11.8;945.6;;1539.2;;;2.7;19.8;9.7;71.3;14.2;189;;;;15180;75;92.5;12;35.9;3.9;-74.2
VIS;01.10.2004 00:00;11.8;25.5;0.5;11.1;-1.9;28.2;73.7;10;939.4;;1471.7;;;2.2;18;7.9;64.8;59.5;101;;;;7951;52;49.5;0;165.8;37.8;17.8
VIS;01.11.2004 00:00;3.2;20;-7.4;1.9;-9.6;20.2;75.9;6.1;944.6;;1488.9;;;2.1;22;7.6;79.2;51.1;38;;;;1433;28;24.7;0;499;267;53.6
VIS;01.12.2004 00:00;-2.5;13.9;-19.7;-3.5;-12.3;11.8;81.3;4.2;944.4;;1468.8;;;1.4;20.2;5;72.7;52.3;20;;;;0;;15.4;0;697.4;449.4;49.2
VIS;01.01.2005 00:00;-4.4;8;-18;-7.4;-25;5.9;79.4;3.7;948.1;;1493.2;;;1.7;21.4;6.1;77;38;30;;;;1088;63;13.5;0;757.4;509.4;28.6
VIS;01.02.2005 00:00;-2.8;7.2;-14.3;-3.9;-18.2;7.5;68.4;3.4;940.9;;1438.9;;;2;27.4;7.2;98.6;22.6;100;;;;7516;63;21.9;0;638.9;414.9;17.8
VIS;01.03.2005 00:00;5.8;22;-10.8;5.6;-13.8;25.9;58.8;5.6;941.2;;1468.9;;;2.4;20.1;8.6;72.4;16.9;167;;;;12355;65;64.3;0;425.8;193.8;-34.3
VIS;01.04.2005 00:00;10;27.9;-1.1;9.8;-5.6;30.4;58.2;6.8;939.3;;1465.2;;;3.4;17.3;12.2;62.3;50.8;194;;;;10963;49;94.5;0;252.2;76.2;-33.9
VIS;01.05.2005 00:00;15.4;32.3;1.1;15.3;-1.9;36.3;56.2;9.4;941.9;;1505;;1016.9;3.7;20.3;13.3;73.1;27.3;256;;;;15505;64;141.2;15.8;35.9;3.9;-111.7
VIS;01.06.2005 00:00;19.6;34.5;2.9;19.5;-0.6;36.9;56;12.2;943.5;;1532.1;;1018.6;2.9;23.4;10.4;84.2;30.6;286;;;;17585;73;163.1;66.6;0;0;-142.9
VIS;01.07.2005 00:00;19.6;33;7.4;18.8;3.5;33.2;60.1;13;942;;1518.5;;1017;3.2;23.7;11.5;85.3;41.8;251;;;;14976;61;154.3;60.8;0;0;-104.9
VIS;01.08.2005 00:00;16.8;29.2;5.4;16.1;-0.8;32.5;69.8;12.9;942.7;;1516.2;;1017.8;2.7;20;9.7;72;125.7;212;;;;13365;57;112.7;5.3;0;0;25.1
VIS;01.09.2005 00:00;15.9;29;5.3;15.3;1.9;32.9;70.6;12.4;943.8;;1523.1;;1019;2.5;17.4;9;62.6;21;163;;;;11488;56;84.5;14.8;26.6;2.6;-44.6
VIS;01.10.2005 00:00;9.9;20.3;0;8.5;-3.2;25.2;72.1;8.5;945.5;;1518;;1020.7;1.5;16.4;5.4;59;33.9;116;;;;10576;68;44.7;0;283.1;67.1;-6.6
VIS;01.11.2005 00:00;2.3;18.5;-16.1;0;-23.1;19.5;74.6;5.7;942.4;;1468.4;;1017.5;1.6;18;5.8;64.8;9.1;46;;;;2524;;21.7;0;516.7;292.7;-1
VIS;01.12.2005 00:00;-3.2;8.7;-13.8;-4.8;-18.5;7.3;78.8;3.9;942.5;;1450.6;;1017.5;2.1;21.5;7.6;77.4;57.5;24;;;;0;;14.2;0;720.6;472.6;51.8
VIS;01.01.2006 00:00;-5.1;12.3;-19.6;-4.2;-14.1;11;79.4;3.5;946.5;;1478.1;;1021.9;2;19.8;7.2;71.3;23.1;31;;;;757;;17.4;0;776.7;528.7;23.6
VIS;01.02.2006 00:00;0.4;9.1;-9.3;-0.2;-12.8;11.8;70.7;4.5;938.5;;1429.2;;1013.3;2.2;19;7.9;68.4;66.3;87;;;;5834;48;24.5;0;548.1;324.1;57.2
VIS;01.03.2006 00:00;3.6;21.7;-11.7;2.8;-15.5;26.4;65.4;5.3;936.5;;1421.9;;1011.1;2.8;19.6;10.1;70.6;135.4;152;;;;9953;52;53.8;0;502.2;262.2;94.5
VIS;01.04.2006 00:00;10.3;22.5;-2;9.9;-6.1;25.8;60.3;7.2;939.5;;1468.1;;1014.4;3.1;20.2;11.2;72.7;28.1;214;;;;11938;54;92.7;0;233.4;65.4;-56.9
VIS;01.05.2006 00:00;14.5;27.4;-0.3;14.2;-3.9;28.7;58.9;9.4;942.6;;1507.5;;1017.6;3.9;21.6;14;77.8;53;233;;;;11691;48;130;1.4;55.1;15.1;-53.5
VIS;01.06.2006 00:00;18.6;32.3;-0.5;18.2;-4;36.3;56.9;11.8;944.9;;1541.3;;1020.1;2.6;22.6;9.4;81.4;17.4;278;;;;17005;71;151.1;54.3;31.6;7.6;-146.5
VIS;01.07.2006 00:00;22.3;35;11.1;21.6;6.3;38;59.3;14.9;945;;1554.3;;1020.3;2.4;21.8;8.6;78.5;22.2;266;;;;17820;73;165.1;126.1;0;0;-148
VIS;01.08.2006 00:00;16.4;27.3;3.9;15.9;-0.1;31.1;63.2;11.3;939.5;;1486.3;;1014.3;3.9;21.6;14;77.8;56.2;221;;;;12669;54;128.7;10.9;8;0;-52.3
VIS;01.09.2006 00:00;17;28.8;4.6;16.3;0.7;33;69.2;13;942.6;;1516.1;;1017.7;2.7;18.4;9.7;66.2;25.6;164;;;;11803;58;90.4;10.1;0;0;-41.8
VIS;01.10.2006 00:00;12.3;24.1;-0.1;10.9;-3.1;27.2;67.9;9.4;942.5;;1499.2;;1017.5;2.6;23.2;9.4;83.5;22.3;116;;;;10216;67;61.9;0;157.8;29.8;-19.7
VIS;01.11.2006 00:00;6.2;17.3;-8.3;4.3;-12.3;18;65.2;6.1;946;;1510.1;;1021.3;3.2;20.4;11.5;73.4;20.2;52;;;;3228;62;41.3;0;391.3;183.3;3.1
VIS;01.12.2006 00:00;-1;14.6;-10.8;-3.7;-13.7;13.8;83;4.9;950.3;;1522.1;;1026;1.3;18.1;4.7;65.2;52.9;19;;;;0;;14.6;0;650.4;402.4;48.6
VIS;01.01.2007 00:00;1.5;14.9;-12.5;-0.2;-13.9;14.1;81.8;5.7;947.1;;1504.7;;1022.5;2.1;19.5;7.6;70.2;71.7;36;;;;920;54;17.6;0;573.3;325.3;71.3
VIS;01.02.2007 00:00;3;14.2;-8;1.6;-12.5;19;71.9;5.3;939.2;;1442.8;;1014;2;19.1;7.2;68.8;42.1;89;;;;6159;51;27.2;0;476.6;252.6;32.5
VIS;01.03.2007 00:00;6.6;19.6;-4.5;6.1;-8.9;23.7;57.9;5.4;940.2;;1462.8;;1015.1;3.6;;13;;69.5;157;;;;10788;57;;0;414.1;166.1;16.4
VIS;01.04.2007 00:00;14.5;27.3;-1.8;13.5;-4;34.5;49.9;7.7;943;;1511.1;;1018.1;2.9;15.9;10.4;57.2;10.4;248;;;;18409;83;127;1;60.8;12.8;-127.4
VIS;01.05.2007 00:00;14.7;30.6;1;14.2;-3.3;34.4;62.2;10;938.6;;1473.7;;1013.4;4.2;19.8;15.1;71.3;139.9;223;;;;11621;48;127.4;10.1;88.3;16.3;31.4
VIS;01.06.2007 00:00;18;30.8;5.5;17.8;-11.9;40.2;64.6;12.9;939.7;;1492.9;;1014.5;3.2;;11.5;;54.7;262;;;;13714;57;;25.3;10.2;2.2;-54.8
VIS;01.07.2007 00:00;18.6;31.3;7.7;18.2;;;64;13.2;942;;1515.2;;1017;4.1;;14.8;;82.3;261;;;;15792;65;;43.7;0;0;-57.2
VIS;01.08.2007 00:00;17.7;30.5;6.5;16.9;3.4;32.4;70.9;14;941.3;;1506.6;;1016.3;2.6;16.3;9.4;58.7;113.6;208;;;;13367;57;112.7;26.3;10.4;2.4;17.4
VIS;01.09.2007 00:00;13.6;25.9;2.1;12.9;-1.1;29.9;68.6;10.4;944.2;;1519.3;;1019.4;2.8;21.4;10.1;77;18.7;188;;;;14478;72;85.2;0.1;77.5;13.5;-64.6
VIS;01.10.2007 00:00;8.9;23.5;-5.2;7.7;-9.2;27.5;73.4;8.6;945.9;;1518.2;;1021.2;1.9;18.2;6.8;65.5;15.4;125;;;;12282;80;46.6;0;306.5;114.5;-26.5
